TARGET_B,ZIPGROUP,zipconvert_2,zipconvert_3,zipconvert_4,zipconvert_5,homeowner dummy,NUMCHLD,INCOME,gender dummy,WEALTH,HV,Icmed,Icavg,IC15,NUMPROM,RAMNTALL,MAXRAMNT,LASTGIFT,totalmonths,TIMELAG,AVGGIFT,LN_HV,LN_Icmed,LN_Icavg,LN_IC15,LN_NUMPROM,LN_RAMNTALL,LN_MAXRAMNT,LN_LASTGIFT,LN_totalmonths,LN_TIMELAG,_LN_AVGGIFT
1,2,1,0,0,0,1,2,3,1,8,566,354,398,7,24,30,10,10,32,1,7.5,6.338594078,5.869296913,5.986452005,1.945910149,3.17805383,3.401197382,2.302585093,2.302585093,3.465735903,0,2.014903021
0,5,0,0,0,1,1,1,2,1,8,1069,434,459,5,51,85,12,5,35,4,5.3125,6.974478911,6.073044534,6.12905021,1.609437912,3.931825633,4.442651256,2.48490665,1.609437912,3.555348061,1.386294361,1.670062534
0,3,0,1,0,0,0,1,7,0,8,487,275,316,20,26,30,20,20,36,10,15,6.188264123,5.616771098,5.755742214,2.995732274,3.258096538,3.401197382,2.995732274,2.995732274,3.583518938,2.302585093,2.708050201
1,3,0,1,0,0,1,1,5,1,3,494,330,366,13,103,233,25,25,31,3,12.2631579,6.202535517,5.799092654,5.902633333,2.564949357,4.634728988,5.451038454,3.218875825,3.218875825,3.433987204,1.098612289,2.506599474
0,2,1,0,0,0,1,1,5,0,3,604,256,379,22,37,70,20,18,37,2,14,6.403574198,5.545177444,5.937536205,3.091042453,3.610917913,4.248495242,2.995732274,2.890371758,3.610917913,0.693147181,2.63905733
1,3,0,1,0,0,1,1,4,1,3,451,294,319,17,55,42,5,5,31,21,2.625,6.11146734,5.683579767,5.765191103,2.833213344,4.007333185,3.737669618,1.609437912,1.609437912,3.433987204,3.044522438,0.965080896
1,5,0,0,0,1,1,1,4,0,8,751,431,512,10,48,70,14,5,29,25,8.75,6.621405652,6.06610809,6.238324625,2.302585093,3.871201011,4.248495242,2.63905733,1.609437912,3.36729583,3.218875825,2.1690537
0,2,1,0,0,0,1,2,6,1,8,1157,566,612,1,15,20,20,20,37,5,20,7.053585727,6.338594078,6.416732283,0,2.708050201,2.995732274,2.995732274,2.995732274,3.610917913,1.609437912,2.995732274
1,5,0,0,0,1,1,1,4,1,3,1034,455,482,0,83,141,10,8,30,5,7.05,6.941190055,6.120297419,6.177944114,,4.418840608,4.94875989,2.302585093,2.079441542,3.401197382,1.609437912,1.953027617
0,5,0,0,0,1,1,1,1,1,8,889,398,471,4,76,110,10,10,31,2,6.111111111,6.790097236,5.986452005,6.154858094,1.386294361,4.33073334,4.700480366,2.302585093,2.302585093,3.433987204,0.693147181,1.810108608
0,3,0,1,0,0,0,1,1,0,3,489,294,286,20,54,215,30,30,28,10,19.54545455,6.192362489,5.683579767,5.655991811,2.995732274,3.988984047,5.370638028,3.401197382,3.401197382,3.33220451,2.302585093,2.972742755
1,4,0,0,1,0,0,1,7,1,4,274,259,280,16,55,97,11,3,28,22,6.928571429,5.613128106,5.556828062,5.634789603,2.772588722,4.007333185,4.574710979,2.397895273,1.098612289,3.33220451,3.091042453,1.935653649
0,4,0,0,1,0,1,2,4,0,8,783,447,459,0,43,70,11,11,29,7,8.75,6.663132696,6.102558595,6.12905021,,3.761200116,4.248495242,2.397895273,2.397895273,3.36729583,1.945910149,2.1690537
0,5,0,0,0,1,0,1,2,0,8,860,298,332,19,38,115,24,24,32,5,12.77777778,6.756932389,5.697093487,5.805134969,2.944438979,3.63758616,4.744932128,3.17805383,3.17805383,3.465735903,1.609437912,2.547707551
0,4,0,0,1,0,0,1,5,1,6,903,473,508,6,41,58,15,15,33,7,8.285714286,6.805722553,6.159095388,6.230481448,1.791759469,3.713572067,4.060443011,2.708050201,2.708050201,3.496507561,1.945910149,2.114532861
1,3,0,1,0,0,0,1,3,0,3,578,205,251,37,66,144,14,14,30,6,10.28571429,6.359573869,5.323009979,5.525452939,3.610917913,4.189654742,4.9698133,2.63905733,2.63905733,3.401197382,1.791759469,2.33075597
0,5,0,0,0,1,1,1,4,0,8,773,389,412,4,62,78,12,11,30,7,6,6.650279049,5.963579344,6.021023349,1.386294361,4.127134385,4.356708827,2.48490665,2.397895273,3.401197382,1.945910149,1.791759469
0,4,0,0,1,0,1,1,7,1,8,774,431,455,5,49,52,20,20,36,2,7.428571429,6.651571874,6.06610809,6.120297419,1.609437912,3.891820298,3.951243719,2.995732274,2.995732274,3.583518938,0.693147181,2.00533357
0,4,0,0,1,0,0,1,1,1,0,406,336,361,17,71,245,13,7,31,8,9.423076923,6.00635316,5.81711116,5.888877958,2.833213344,4.262679877,5.501258211,2.564949357,1.945910149,3.433987204,2.079441542,2.243161673
1,5,0,0,0,1,1,1,6,1,8,5769,1340,1144,4,29,80,20,15,32,7,16,8.660254034,7.200424893,7.042286172,1.386294361,3.36729583,4.382026635,2.995732274,2.708050201,3.465735903,1.945910149,2.772588722
0,2,1,0,0,0,0,1,1,1,7,1291,585,638,1,46,128,25,15,31,5,9.142857143,7.163172391,6.371611847,6.458338283,0,3.828641396,4.852030264,3.218875825,2.708050201,3.433987204,1.609437912,2.212972934
0,4,0,0,1,0,1,1,4,1,8,677,468,506,2,60,186,40,40,30,3,14.30769231,6.517671273,6.148468296,6.226536669,0.693147181,4.094344562,5.225746674,3.688879454,3.688879454,3.401197382,1.098612289,2.660797316
1,4,0,0,1,0,1,1,4,1,8,2165,518,543,11,88,260,5,5,19,1,5,7.68017564,6.249975242,6.29710932,2.397895273,4.477336814,5.560681631,1.609437912,1.609437912,2.944438979,0,1.609437912
0,3,0,1,0,0,1,1,2,1,2,556,285,297,19,57,122,20,20,37,2,13.55555556,6.320768294,5.65248918,5.693732139,2.944438979,4.043051268,4.804021045,2.995732274,2.995732274,3.610917913,0.693147181,2.606796467
1,4,0,0,1,0,0,1,2,1,6,652,338,345,29,83,433,25,22,28,25,16.65384615,6.480044562,5.823045895,5.843544417,3.36729583,4.418840608,6.070737728,3.218875825,3.091042453,3.33220451,3.218875825,2.81264119
1,3,0,1,0,0,1,1,4,0,8,1208,496,501,5,104,404,25,14,17,5,13.46666667,7.096721378,6.206575927,6.216606101,1.609437912,4.644390899,6.001414878,3.218875825,2.63905733,2.833213344,1.609437912,2.600217496
0,5,0,0,0,1,0,1,1,1,8,457,85,136,68,18,18,10,5,28,4,6,6.124683391,4.442651256,4.912654886,4.219507705,2.890371758,2.890371758,2.302585093,1.609437912,3.33220451,1.386294361,1.791759469
0,5,0,0,0,1,1,1,4,0,8,775,224,254,12,20,30,30,30,36,5,30,6.652863029,5.411646052,5.537334267,2.48490665,2.995732274,3.401197382,3.401197382,3.401197382,3.583518938,1.609437912,3.401197382
0,3,0,1,0,0,1,1,5,1,7,651,449,467,12,36,45,10,10,29,6,7.5,6.478509642,6.107022888,6.146329258,2.48490665,3.583518938,3.80666249,2.302585093,2.302585093,3.36729583,1.791759469,2.014903021
1,5,0,0,0,1,1,1,3,0,8,699,271,333,18,52,47,5,3,28,7,3.916666667,6.549650742,5.602118821,5.80814249,2.890371758,3.951243719,3.850147602,1.609437912,1.098612289,3.33220451,1.945910149,1.365240952
1,4,0,0,1,0,1,1,5,0,9,765,646,761,0,69,144,15,10,31,8,9.6,6.639875834,6.470799504,6.634633358,,4.234106505,4.9698133,2.708050201,2.302585093,3.433987204,2.079441542,2.261763098
1,5,0,0,0,1,1,1,6,1,5,2720,508,543,11,78,108.25,7,7,30,5,3.491935484,7.908387159,6.230481448,6.29710932,2.397895273,4.356708827,4.684443367,1.945910149,1.945910149,3.401197382,1.609437912,1.250456162
1,4,0,0,1,0,1,1,4,1,3,482,336,323,20,78,193,10,8,32,5,6.892857143,6.177944114,5.81711116,5.777652323,2.995732274,4.356708827,5.262690189,2.302585093,2.079441542,3.465735903,1.609437912,1.930485679
1,2,1,0,0,0,0,1,1,1,8,584,221,277,33,54,92,15,15,33,6,9.2,6.369900983,5.398162702,5.624017506,3.496507561,3.988984047,4.521788577,2.708050201,2.708050201,3.496507561,1.791759469,2.219203484
1,2,1,0,0,0,1,1,3,1,8,532,263,329,12,28,29,15,15,37,2,9.666666667,6.276643489,5.572154032,5.796057751,2.48490665,3.33220451,3.36729583,2.708050201,2.708050201,3.610917913,0.693147181,2.268683541
0,3,0,1,0,0,1,2,4,0,9,1806,821,856,4,42,107,20,20,30,20,13.375,7.498869734,6.710523109,6.752270376,1.386294361,3.737669618,4.672828834,2.995732274,2.995732274,3.401197382,2.995732274,2.593387293
1,4,0,0,1,0,1,1,7,1,8,1024,366,399,7,45,89,9,9,30,15,5.235294118,6.931471806,5.902633333,5.988961417,1.945910149,3.80666249,4.48863637,2.197224577,2.197224577,3.401197382,2.708050201,1.655423026
1,5,0,0,0,1,1,1,4,1,9,916,395,449,10,93,246,14,14,33,9,8.785714286,6.820016365,5.978885765,6.107022888,2.302585093,4.532599493,5.505331536,2.63905733,2.63905733,3.496507561,2.197224577,2.173127026
1,5,0,0,0,1,0,1,4,0,8,1108,446,510,8,36,53,20,13,29,13,10.6,7.010311867,6.100318952,6.234410726,2.079441542,3.583518938,3.970291914,2.995732274,2.564949357,3.36729583,2.564949357,2.360854001
1,5,0,0,0,1,1,2,7,1,8,4349,535,597,9,38,45,6,5,30,4,4.5,8.377701213,6.282266747,6.391917113,2.197224577,3.63758616,3.80666249,1.791759469,1.609437912,3.401197382,1.386294361,1.504077397
1,2,1,0,0,0,1,1,5,0,8,1682,693,772,0,18,25,25,25,37,5,25,7.427738841,6.541029999,6.64898455,,2.890371758,3.218875825,3.218875825,3.218875825,3.610917913,1.609437912,3.218875825
0,3,0,1,0,0,1,1,1,1,8,404,293,314,15,30,60,10,10,28,5,10,6.001414878,5.680172609,5.749392986,2.708050201,3.401197382,4.094344562,2.302585093,2.302585093,3.33220451,1.609437912,2.302585093
1,5,0,0,0,1,0,1,3,0,2,783,248,259,35,55,87,10,10,31,6,7.25,6.663132696,5.513428746,5.556828062,3.555348061,4.007333185,4.465908119,2.302585093,2.302585093,3.433987204,1.791759469,1.981001469
1,5,0,0,0,1,1,1,2,0,3,585,325,371,24,50,90,11,10,32,5,9,6.371611847,5.783825182,5.916202063,3.17805383,3.912023005,4.49980967,2.397895273,2.302585093,3.465735903,1.609437912,2.197224577
0,5,0,0,0,1,0,1,5,0,8,749,366,415,15,31,77,25,17,37,2,19.25,6.618738984,5.902633333,6.02827852,2.708050201,3.433987204,4.343805422,3.218875825,2.833213344,3.610917913,0.693147181,2.957511061
0,4,0,0,1,0,0,1,5,1,8,4367,1076,1032,3,16,15,15,15,37,5,15,8.381831553,6.981005741,6.939253946,1.098612289,2.772588722,2.708050201,2.708050201,2.708050201,3.610917913,1.609437912,2.708050201
0,4,0,0,1,0,0,1,2,1,1,289,222,218,26,78,211,15,10,37,2,7.275862069,5.666426688,5.402677382,5.384495063,3.258096538,4.356708827,5.351858133,2.708050201,2.302585093,3.610917913,0.693147181,1.984562303
0,4,0,0,1,0,1,1,2,1,4,569,361,397,6,80,166,5,5,28,10,3.860465116,6.343880434,5.888877958,5.983936281,1.791759469,4.382026635,5.111987788,1.609437912,1.609437912,3.33220451,2.302585093,1.350787673
1,5,0,0,0,1,1,1,4,1,8,2636,409,533,9,51,69,15,15,37,2,9.857142857,7.877017896,6.013715156,6.278521424,2.197224577,3.931825633,4.234106505,2.708050201,2.708050201,3.610917913,0.693147181,2.288196356
1,5,0,0,0,1,1,1,3,1,8,565,299,319,12,28,79,20,20,31,2,11.28571429,6.336825731,5.700443573,5.765191103,2.48490665,3.33220451,4.369447852,2.995732274,2.995732274,3.433987204,0.693147181,2.423537703
0,4,0,0,1,0,0,1,5,1,9,547,247,265,30,53,93,8,8,30,4,6.2,6.304448802,5.509388337,5.579729826,3.401197382,3.970291914,4.532599493,2.079441542,2.079441542,3.401197382,1.386294361,1.824549292
1,3,0,1,0,0,1,1,6,0,8,538,384,419,14,36,60,12,12,34,4,8.571428571,6.28785856,5.950642553,6.03787092,2.63905733,3.583518938,4.094344562,2.48490665,2.48490665,3.526360525,1.386294361,2.148434413
1,2,1,0,0,0,1,1,1,1,6,961,363,409,11,32,31,16,16,36,23,10.33333333,6.867974409,5.894402834,6.013715156,2.397895273,3.465735903,3.433987204,2.772588722,2.772588722,3.583518938,3.135494216,2.335374916
1,5,0,0,0,1,1,1,4,0,4,1715,479,540,0,67,137,10,10,31,12,7.611111111,7.44716836,6.171700597,6.29156914,,4.204692619,4.919980926,2.302585093,2.302585093,3.433987204,2.48490665,2.029609168
1,3,0,1,0,0,0,1,3,1,8,408,295,310,17,68,100,5,3,18,12,4.347826087,6.011267174,5.686975356,5.736572297,2.833213344,4.219507705,4.605170186,1.609437912,1.098612289,2.890371758,2.48490665,1.46967597
0,4,0,0,1,0,1,1,4,1,9,1676,629,680,2,53,88,15,10,30,15,9.777777778,7.424165281,6.444131257,6.522092798,0.693147181,3.970291914,4.477336814,2.708050201,2.302585093,3.401197382,2.708050201,2.280112237
0,5,0,0,0,1,0,1,5,1,9,749,355,408,16,54,279,25,20,37,5,11.625,6.618738984,5.872117789,6.011267174,2.772588722,3.988984047,5.631211782,3.218875825,2.995732274,3.610917913,1.609437912,2.453157951
1,5,0,0,0,1,1,1,6,1,9,5067,1105,1002,5,46,107,20,20,36,3,13.375,8.530504205,7.007600614,6.909753282,1.609437912,3.828641396,4.672828834,2.995732274,2.995732274,3.583518938,1.098612289,2.593387293
1,4,0,0,1,0,0,1,2,1,8,271,221,255,26,35,62,7,3,28,5,5.166666667,5.602118821,5.398162702,5.541263545,3.258096538,3.555348061,4.127134385,1.945910149,1.098612289,3.33220451,1.609437912,1.642227735
1,5,0,0,0,1,1,1,5,0,8,1893,619,660,5,22,24,10,3,28,3,4.8,7.545918151,6.428105273,6.492239835,1.609437912,3.091042453,3.17805383,2.302585093,1.098612289,3.33220451,1.098612289,1.568615918
1,5,0,0,0,1,0,1,5,1,0,1023,178,229,42,63,286,25,24,25,3,17.875,6.930494766,5.18178355,5.433722004,3.737669618,4.143134726,5.655991811,3.218875825,3.17805383,3.218875825,1.098612289,2.883403089
1,4,0,0,1,0,1,1,2,0,2,430,318,368,20,77,147,12,0,17,13,8.647058824,6.063785209,5.762051383,5.908082938,2.995732274,4.343805422,4.990432587,2.48490665,,2.833213344,2.564949357,2.157219243
0,5,0,0,0,1,1,1,7,1,6,1513,611,634,0,52,80,15,13,30,5,10,7.321849714,6.415096959,6.452048954,,3.951243719,4.382026635,2.708050201,2.564949357,3.401197382,1.609437912,2.302585093
1,3,0,1,0,0,1,1,4,1,6,612,393,428,6,80,160,7,3,28,6,4.848484849,6.416732283,5.973809612,6.059123196,1.791759469,4.382026635,5.075173815,1.945910149,1.098612289,3.33220451,1.791759469,1.578666254
1,3,0,1,0,0,1,1,1,1,0,248,209,238,36,70,105,25,25,31,15,5,5.513428746,5.342334252,5.472270674,3.583518938,4.248495242,4.65396035,3.218875825,3.218875825,3.433987204,2.708050201,1.609437912
0,4,0,0,1,0,1,1,7,1,5,1251,524,558,1,47,102,15,13,31,4,10.2,7.13169851,6.261491684,6.324358962,0,3.850147602,4.624972813,2.708050201,2.564949357,3.433987204,1.386294361,2.32238772
0,5,0,0,0,1,1,1,4,1,8,2110,161,229,46,23,28,10,7,32,4,7,7.654443226,5.081404365,5.433722004,3.828641396,3.135494216,3.33220451,2.302585093,1.945910149,3.465735903,1.386294361,1.945910149
0,3,0,1,0,0,0,1,2,1,8,420,262,280,27,20,34,12,12,30,5,11.33333333,6.040254711,5.568344504,5.634789603,3.295836866,2.995732274,3.526360525,2.48490665,2.48490665,3.401197382,1.609437912,2.427748236
1,3,0,1,0,0,0,1,3,0,1,323,267,303,22,57,79,7,5,30,9,4.9375,5.777652323,5.587248658,5.713732806,3.091042453,4.043051268,4.369447852,1.945910149,1.609437912,3.401197382,2.197224577,1.59685913
1,4,0,0,1,0,0,1,2,1,1,367,228,275,33,38,81,11,10,31,0,9,5.905361848,5.429345629,5.616771098,3.496507561,3.63758616,4.394449155,2.397895273,2.302585093,3.433987204,,2.197224577
0,3,0,1,0,0,1,1,6,1,8,1277,481,559,8,72,137,11,9,31,7,6.85,7.152268856,6.17586727,6.326149473,2.079441542,4.276666119,4.919980926,2.397895273,2.197224577,3.433987204,1.945910149,1.924248652
0,5,0,0,0,1,1,1,4,1,5,1976,281,297,11,41,179,15,8,31,4,8.95,7.588829878,5.638354669,5.693732139,2.397895273,3.713572067,5.187385806,2.708050201,2.079441542,3.433987204,1.386294361,2.191653532
0,4,0,0,1,0,0,1,2,1,8,545,185,230,43,23,36,21,21,37,7,18,6.300785795,5.220355825,5.438079309,3.761200116,3.135494216,3.583518938,3.044522438,3.044522438,3.610917913,1.945910149,2.890371758
0,3,0,1,0,0,0,1,6,1,8,1066,557,592,1,25,50,20,20,31,6,16.66666667,6.971668605,6.32256524,6.383506635,0,3.218875825,3.912023005,2.995732274,2.995732274,3.433987204,1.791759469,2.813410717
0,2,1,0,0,0,1,1,5,1,8,527,250,303,28,21,20,15,15,37,4,10,6.267200549,5.521460918,5.713732806,3.33220451,3.044522438,2.995732274,2.708050201,2.708050201,3.610917913,1.386294361,2.302585093
1,4,0,0,1,0,1,1,7,1,7,901,482,505,4,72,196,20,20,32,13,15.07692308,6.803505258,6.177944114,6.224558429,1.386294361,4.276666119,5.278114659,2.995732274,2.995732274,3.465735903,2.564949357,2.713165302
1,4,0,0,1,0,1,1,3,0,8,487,399,373,21,37,60,15,15,31,5,10,6.188264123,5.988961417,5.92157842,3.044522438,3.610917913,4.094344562,2.708050201,2.708050201,3.433987204,1.609437912,2.302585093
0,2,1,0,0,0,1,1,4,1,8,1224,431,497,11,33,39,10,10,32,11,7.8,7.109879463,6.06610809,6.208590026,2.397895273,3.496507561,3.663561646,2.302585093,2.302585093,3.465735903,2.397895273,2.054123734
0,4,0,0,1,0,1,1,4,1,3,629,429,443,8,86,226,10,5,28,5,4.612244898,6.444131257,6.061456919,6.09356977,2.079441542,4.454347296,5.420534999,2.302585093,1.609437912,3.33220451,1.609437912,1.528714701
1,3,0,1,0,0,1,1,5,0,8,1126,591,636,3,34,73,10,6,28,4,6.636363636,7.026426809,6.381816017,6.455198563,1.098612289,3.526360525,4.290459441,2.302585093,1.791759469,3.33220451,1.386294361,1.892564168
0,5,0,0,0,1,1,1,4,1,6,2435,766,852,2,94,157,10,10,33,13,7.85,7.797702036,6.64118217,6.747586527,0.693147181,4.543294782,5.056245805,2.302585093,2.302585093,3.496507561,2.564949357,2.060513532
0,5,0,0,0,1,1,1,3,0,5,1029,376,395,11,46,155,30,25,34,3,17.22222222,6.936342736,5.929589143,5.978885765,2.397895273,3.828641396,5.043425117,3.401197382,3.218875825,3.526360525,1.098612289,2.84620054
0,5,0,0,0,1,0,1,5,0,7,1866,506,506,5,38,36,15,15,37,11,9,7.531552381,6.226536669,6.226536669,1.609437912,3.63758616,3.583518938,2.708050201,2.708050201,3.610917913,2.397895273,2.197224577
1,5,0,0,0,1,1,1,3,1,8,1133,411,462,10,63,125,21,15,19,2,13.88888889,7.032624261,6.018593214,6.135564891,2.302585093,4.143134726,4.828313737,3.044522438,2.708050201,2.944438979,0.693147181,2.63108916
0,2,1,0,0,0,1,3,4,0,8,959,569,658,3,28,27,6,6,30,5,4.5,6.865891075,6.343880434,6.489204931,1.098612289,3.33220451,3.295836866,1.791759469,1.791759469,3.401197382,1.609437912,1.504077397
1,5,0,0,0,1,1,1,7,1,8,2197,579,626,2,71,125,10,7,29,5,5.952380952,7.694848072,6.361302478,6.439350371,0.693147181,4.262679877,4.828313737,2.302585093,1.945910149,3.36729583,1.609437912,1.7837913
1,4,0,0,1,0,1,1,3,1,8,379,254,284,29,49,66,7,5,29,3,5.076923077,5.937536205,5.537334267,5.648974238,3.36729583,3.891820298,4.189654742,1.945910149,1.609437912,3.36729583,1.098612289,1.624705385
1,2,1,0,0,0,1,1,6,0,6,656,374,387,11,55,96,15,15,29,2,9.6,6.486160789,5.924255797,5.958424693,2.397895273,4.007333185,4.564348191,2.708050201,2.708050201,3.36729583,0.693147181,2.261763098
1,3,0,1,0,0,1,1,3,1,4,591,361,403,13,49,55,21,21,37,7,11,6.381816017,5.888877958,5.998936562,2.564949357,3.891820298,4.007333185,3.044522438,3.044522438,3.610917913,1.945910149,2.397895273
1,5,0,0,0,1,1,2,5,0,8,435,227,241,37,21,30,20,20,32,5,15,6.075346031,5.424950017,5.484796933,3.610917913,3.044522438,3.401197382,2.995732274,2.995732274,3.465735903,1.609437912,2.708050201
1,2,1,0,0,0,1,1,5,1,4,608,301,326,18,76,131.75,5,3,30,5,2.439814815,6.410174882,5.707110265,5.786897381,2.890371758,4.33073334,4.880906187,1.609437912,1.098612289,3.401197382,1.609437912,0.891922141
0,5,0,0,0,1,1,1,3,1,8,1615,356,403,19,20,20,15,15,31,9,10,7.387090236,5.874930731,5.998936562,2.944438979,2.995732274,2.995732274,2.708050201,2.708050201,3.433987204,2.197224577,2.302585093
0,5,0,0,0,1,1,1,2,1,2,1570,288,379,26,73,159,12,10,29,18,9.9375,7.358830898,5.66296048,5.937536205,3.258096538,4.290459441,5.068904202,2.48490665,2.302585093,3.36729583,2.890371758,2.29631548
0,5,0,0,0,1,1,1,4,1,6,989,297,345,22,76,370,16,10,28,7,10,6.896694332,5.693732139,5.843544417,3.091042453,4.33073334,5.913503006,2.772588722,2.302585093,3.33220451,1.945910149,2.302585093
0,4,0,0,1,0,0,1,2,1,0,377,173,245,42,72,111,10,5,37,3,5.55,5.932245187,5.153291594,5.501258211,3.737669618,4.276666119,4.709530201,2.302585093,1.609437912,3.610917913,1.098612289,1.713797928
1,2,1,0,0,0,1,1,4,1,8,783,293,347,8,15,15,15,15,37,5,15,6.663132696,5.680172609,5.84932478,2.079441542,2.708050201,2.708050201,2.708050201,2.708050201,3.610917913,1.609437912,2.708050201
0,5,0,0,0,1,1,1,7,1,8,3413,509,604,8,23,45,25,25,35,5,22.5,8.135346949,6.232448017,6.403574198,2.079441542,3.135494216,3.80666249,3.218875825,3.218875825,3.555348061,1.609437912,3.113515309
1,4,0,0,1,0,1,1,4,0,7,498,335,368,13,45,74,10,5,32,9,5.285714286,6.210600077,5.814130532,5.908082938,2.564949357,3.80666249,4.304065093,2.302585093,1.609437912,3.465735903,2.197224577,1.665007764
0,5,0,0,0,1,1,1,6,0,8,3560,673,711,3,24,51,20,20,34,1,12.75,8.177515824,6.51174533,6.56667243,1.098612289,3.17805383,3.931825633,2.995732274,2.995732274,3.526360525,0,2.545531272
0,3,0,1,0,0,1,1,5,0,9,1598,659,738,3,45,102,24,24,33,18,14.57142857,7.376508126,6.490723535,6.603943825,1.098612289,3.80666249,4.624972813,3.17805383,3.17805383,3.496507561,2.890371758,2.679062664
0,2,1,0,0,0,1,1,5,0,7,849,363,402,4,50,147,32,25,28,5,24.5,6.744059186,5.894402834,5.996452089,1.386294361,3.912023005,4.990432587,3.465735903,3.218875825,3.33220451,1.609437912,3.198673118
0,3,0,1,0,0,1,1,5,0,9,1228,497,583,2,70,160,30,30,31,23,16,7.113142109,6.208590026,6.368187186,0.693147181,4.248495242,5.075173815,3.401197382,3.401197382,3.433987204,3.135494216,2.772588722
1,3,0,1,0,0,1,1,4,1,0,231,198,226,15,43,63,7,5,28,8,3.15,5.442417711,5.288267031,5.420534999,2.708050201,3.761200116,4.143134726,1.945910149,1.609437912,3.33220451,2.079441542,1.147402453
1,5,0,0,0,1,1,1,4,1,3,1581,321,369,11,45,76,15,15,32,1,9.5,7.365812837,5.771441123,5.910796644,2.397895273,3.80666249,4.33073334,2.708050201,2.708050201,3.465735903,0,2.251291799
0,3,0,1,0,0,1,1,5,0,6,849,407,417,0,63,84,8,4,28,23,5.6,6.744059186,6.008813185,6.033086222,,4.143134726,4.430816799,2.079441542,1.386294361,3.33220451,3.135494216,1.722766598
1,4,0,0,1,0,1,1,5,1,8,667,345,387,15,26,40,15,15,28,8,13.33333333,6.502790046,5.843544417,5.958424693,2.708050201,3.258096538,3.688879454,2.708050201,2.708050201,3.33220451,2.079441542,2.590267165
1,2,1,0,0,0,1,1,5,0,8,2621,945,980,3,21,36,21,21,30,7,18,7.871311203,6.851184927,6.887552572,1.098612289,3.044522438,3.583518938,3.044522438,3.044522438,3.401197382,1.945910149,2.890371758
1,3,0,1,0,0,1,2,7,0,9,880,585,669,0,43,128,20,20,28,2,14.22222222,6.779921907,6.371611847,6.50578406,,3.761200116,4.852030264,2.995732274,2.995732274,3.33220451,0.693147181,2.654805687
1,2,1,0,0,0,1,1,5,0,8,705,432,475,3,27,47,15,15,30,6,9.4,6.558197803,6.068425588,6.163314804,1.098612289,3.295836866,3.850147602,2.708050201,2.708050201,3.401197382,1.791759469,2.240709689
0,5,0,0,0,1,1,1,1,1,7,3110,396,515,13,60,170,15,11,37,8,7.727272727,8.042378005,5.981414211,6.244166901,2.564949357,4.094344562,5.135798437,2.708050201,2.397895273,3.610917913,2.079441542,2.044755984
1,2,1,0,0,0,1,1,5,1,8,823,379,411,8,14,15,15,15,32,5,15,6.712956201,5.937536205,6.018593214,2.079441542,2.63905733,2.708050201,2.708050201,2.708050201,3.465735903,1.609437912,2.708050201
0,5,0,0,0,1,1,1,4,0,7,1063,416,479,22,70,142,10,9,30,25,6.173913044,6.968850378,6.03068526,6.171700597,3.091042453,4.248495242,4.955827058,2.302585093,2.197224577,3.401197382,3.218875825,1.820332842
0,5,0,0,0,1,0,1,2,1,5,1838,393,431,14,60,157,18,15,27,3,7.476190476,7.516433303,5.973809612,6.06610809,2.63905733,4.094344562,5.056245805,2.890371758,2.708050201,3.295836866,1.098612289,2.011723368
0,3,0,1,0,0,1,1,7,0,8,775,348,371,10,22,50,25,25,33,3,25,6.652863029,5.85220248,5.916202063,2.302585093,3.091042453,3.912023005,3.218875825,3.218875825,3.496507561,1.098612289,3.218875825
1,2,1,0,0,0,1,1,7,1,8,1210,357,438,11,22,26,16,16,37,11,13,7.098375639,5.877735782,6.08221891,2.397895273,3.091042453,3.258096538,2.772588722,2.772588722,3.610917913,2.397895273,2.564949357
0,5,0,0,0,1,1,1,2,1,5,0,0,0,0,113,268,35,15,30,2,14.10526316,,,,,4.727387819,5.590986981,3.555348061,2.708050201,3.401197382,0.693147181,2.646548001
0,5,0,0,0,1,1,1,3,0,9,3686,828,903,1,75,299,15,14,31,19,11.5,8.212297138,6.719013154,6.805722553,0,4.317488114,5.700443573,2.708050201,2.63905733,3.433987204,2.944438979,2.442347035
0,4,0,0,1,0,1,1,7,1,7,759,447,468,1,73,126,7,6,30,12,4.5,6.632001777,6.102558595,6.148468296,0,4.290459441,4.836281907,1.945910149,1.791759469,3.401197382,2.48490665,1.504077397
0,2,1,0,0,0,1,1,6,0,3,1512,315,405,25,48,68,25,25,36,12,13.6,7.321188557,5.752572639,6.003887067,3.218875825,3.871201011,4.219507705,3.218875825,3.218875825,3.583518938,2.48490665,2.610069793
1,2,1,0,0,0,1,2,5,1,4,547,289,324,18,55,74,15,12,31,3,9.25,6.304448802,5.666426688,5.780743516,2.890371758,4.007333185,4.304065093,2.708050201,2.48490665,3.433987204,1.098612289,2.224623552
1,5,0,0,0,1,1,1,4,1,3,462,270,307,21,95,2200,100,39,19,62,26.82926829,6.135564891,5.598421959,5.726847748,3.044522438,4.553876892,7.696212639,4.605170186,3.663561646,2.944438979,4.127134385,3.289493392
1,2,1,0,0,0,1,1,3,0,6,1110,353,405,7,64,350,100,100,21,11,31.81818182,7.012115294,5.866468057,6.003887067,1.945910149,4.158883083,5.857933154,4.605170186,4.605170186,3.044522438,2.397895273,3.460037882
